ML.Catalog.Number,Format,Common.Name,Scientific.Name,Background.Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country.State.County,State,County,Locality,Latitude,Longitude,Age.Sex,Behaviors,Playback,Captive,Collected,Specimen.ID,Home.Archive.Catalog.Number,Recorder,Microphone,Accessory,Partner.Institution,eBird.Checklist.ID,Unconfirmed,Air.Temp..C.,Water.Temp..C.,Media.notes,Observation.Details,Parent.Species,eBird.Species.Code,Taxon.Category,Taxonomic.Sort,Recordist.2,Average.Community.Rating,Number.of.Ratings,Asset.Tags,Original.Image.Height,Original.Image.Width,SEX,COLOR
653248753,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Max Epstein,2026-02-12,2026,2,12,735,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S299865702,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3648,5472,male,1
653217516,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Stan Lilley,2026-02-24,2026,2,24,725,Ecuador,EC-L,Loja,NA,Cerro Acacana and road to radio towers,-3.6809351,-79.2384195,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S303676394,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3,1,NA,2090,3135,male,1
653207953,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Aaron Marshall,2026-01-29,2026,1,29,1044,Ecuador,EC-P,Pichincha,NA,Ecuador - Yanacocha Reserve - Hummingbird Garden # 2,-0.1278158,-78.5897257,Adult Female – 1,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S302530297,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,2,1,NA,3689,5534,female,1
653184341,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Robert Hynson,2025-07-30,2025,7,30,736,Ecuador,EC-P,Pichincha,NA,Reserva Zuro Loma,-0.088671,-78.5997518,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S274591391,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,1,NA,2048,2048,male,1
652965202,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Robin Gurule,2026-03-14,2026,3,14,748,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S309280081,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2308,2294,male,1
652640594,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Lewis Holmes,2026-02-21,2026,2,21,743,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S302763562,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2505,3758,male,1
652495979,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Daniel de Jesus Garcia León,2026-02-28,2026,2,28,1113,Venezuela,VE-T,Trujillo,NA,"Eje Norte de la Sierra de Trujillo, VE (9.357, -70.292)",9.3566736,-70.2915689,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S304734204,NA,NA,NA,NA,Hembra y además  vocalizando un Cucarachero Selvático,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2445,3667,female,1
652354570,Photo,barred fruiteater,Pipreola arcuata,NA,NA,riley wyna,2026-02-22,2026,2,22,733,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S303082129,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2859,2641,male,1
652280544,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Joshimar Navarro,2026-01-28,2026,1,28,757,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S296781162,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3888,5184,female,1
652169077,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Scott Timmer,2025-07-29,2025,7,29,714,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S263707193,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3322,4982,male,1
652136127,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Dana Miller-Blair,2026-02-23,2026,2,23,754,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S303354891,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,788,998,female,1
652115898,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Edwin Munera,2026-02-22,2026,2,22,700,Colombia,CO-RIS,Risaralda,NA,Finca El Jordán,4.7334902,-75.452283,Adult Male – 1,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S303137396,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,1,NA,4608,3456,male,1
652033289,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Norman Graf,2026-02-11,2026,2,11,1548,Colombia,CO-NAR,Nariño,NA,"Laguna de la Cocha-Santiago, Nariño, CO (1.176, -77.177)",1.17559,-77.1770317,Adult Male – 1,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S299847942,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,1,NA,1812,2716,male,1
651932385,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Phillip Edwards,2025-10-09,2025,10,9,631,Peru,PE-HUC,Huánuco,NA,Tunel de Carpish,-9.719796,-76.0989894,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S278247292,NA,NA,NA,NA,Female begging for food from male - courtship feeding?,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3100,4650,female,1
651738380,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Lachlan Lamont,2025-11-30,2025,11,30,650,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S286886305,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3072,4608,male,1
651651504,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Roberto Cedeño,2026-02-20,2026,2,20,731,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S302424510,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,4640,6960,female,1
651582637,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Clive Harris,2026-02-04,2026,2,4,821,Ecuador,EC-N,Napo,NA,Guango Lodge,-0.3781268,-78.0742863,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S298071328,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1487,2230,male,1
651547260,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Wilson Ortega,2026-02-23,2026,2,23,628,Colombia,CO-NSA,Norte de Santander,NA,"Vía Chinacota -Toledo, Toledo CO-Norte De Santander (7.4756,-72.5481)",7.475632,-72.548103,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S303242143,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3456,4608,male,1
651330259,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Robert (Bobby) Blackmore,2026-01-26,2026,1,26,801,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S296487414,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1639,2459,male,1
651317399,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Jason Fidorra,2026-02-02,2026,2,2,714,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S297743391,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1643,2452,male,1
651259178,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Oakley Germech,2025-11-11,2025,11,11,800,Ecuador,EC-L,Loja,NA,Cerro Toledo—upper zone (>3000m),-4.3748287,-79.1114373,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S284036523,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,1,NA,3456,5184,male,1
650935690,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Adrian Smith,2026-02-05,2026,2,5,522,Ecuador,EC-P,Pichincha,NA,Reserva Yanacocha,-0.1117522,-78.5846968,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S298309538,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,1,1,NA,3456,4608,male,1
650639835,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Simon Carter,2025-09-27,2025,9,27,729,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,Adult Male – 1,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S275908067,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3.5,2,NA,3712,5196,male,1
650506143,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Suzanne Beauchesne,2026-02-06,2026,2,6,812,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S298502020,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,1,NA,3456,4608,male,1
650453157,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Jan Kamler,2025-08-23,2025,8,23,725,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S269023173,NA,NA,NA,NA,Male (left) and female,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3024,4032,male,1
649943766,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Dale Wenger,2026-01-19,2026,1,19,643,Colombia,CO-RIS,Risaralda,NA,Reserva WILD Campo Alegre,4.8559483,-75.4842793,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S295260151,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,4000,6000,male,1
649819415,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Jim Sculatti,2026-01-12,2026,1,12,748,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S295274834,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3409,5113,male,1
649812568,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Renzo Paladines Puertas,2026-01-28,2026,1,28,815,Ecuador,EC-Z,Zamora-Chinchipe,NA,Reserva Tapichalaca--Sendero Jocotoco,-4.4906489,-79.131846,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S296729506,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3888,5184,male,1
649620473,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Susan  Downey,2025-08-17,2025,8,17,753,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S267943590,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2269,1508,male,1
649554058,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Pat Lueders,2026-01-24,2026,1,24,610,Colombia,CO-RIS,Risaralda,NA,Reserva WILD Campo Alegre,4.8559483,-75.4842793,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S296047870,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,1,NA,2084,2778,male,1
649452527,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Doris Gertler,2026-01-09,2026,1,9,802,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S293557249,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1080,1124,male,1
649335339,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Michael Collins,2025-08-13,2025,8,13,833,Ecuador,EC-P,Pichincha,NA,Reserva Zuro Loma,-0.088671,-78.5997518,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S267061559,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2821,3762,male,1
648962847,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Manuel Morales,2026-01-14,2026,1,14,1106,Ecuador,EC-P,Pichincha,NA,Reserva Yanacocha,-0.1117522,-78.5846968,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S294273834,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3,1,NA,1591,1591,male,1
648724265,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Agustin Carrasco,2026-01-08,2026,1,8,920,Ecuador,EC-S,Morona-Santiago,NA,"Churuco, 2500m",-3.2026262,-78.7638945,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S293739790,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,2,1,NA,3456,4608,male,1
648506710,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Victoria H,2025-12-05,2025,12,5,753,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,Adult Male – 1,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S287441752,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,1,NA,3419,5129,male,1
648356192,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Jérôme Fischer,2025-06-28,2025,6,28,600,Peru,PE-AMA,Amazonas,NA,Trocha Cresta de San Lorenzo,-5.8101508,-78.0210135,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S292733439,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2655,3982,male,1
648257009,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Fabrice Schmitt,2026-01-04,2026,1,4,556,Colombia,CO-CES,Cesar,NA,Chamicero del Perijá Proaves Reserve,10.362684,-72.9491758,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S292513899,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2878,3837,male,1
648091693,Photo,barred fruiteater,Pipreola arcuata,NA,NA,dvir rudnicki,2026-01-02,2026,1,2,645,Ecuador,EC-Z,Zamora-Chinchipe,NA,Reserva Tapichalaca y Casa Simpson,-4.4950289,-79.1322792,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S291974408,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,1,NA,2777,4165,male,1
647990685,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Jason Vassallo,2025-11-18,2025,11,18,606,Peru,PE-AMA,Amazonas,NA,Trocha Cresta de San Lorenzo,-5.8101508,-78.0210135,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S285075858,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,1,NA,1579,2048,male,1
647537435,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Menachem Goldstein,2025-12-16,2025,12,16,818,Colombia,CO-TOL,Tolima,NA,Finca La Cascada,4.2847891,-75.5421692,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S288909338,NA,NA,NA,NA,"Heard first, second seen briefly perched in a small window into the dense trees. Surprisingly huge! Zero star photos.",Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2665,3554,male,1
647449585,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Ray Trent,2025-08-09,2025,8,9,740,Ecuador,EC-P,Pichincha,NA,Reserva Zuro Loma,-0.088671,-78.5997518,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S266159428,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,2,NA,4553,6830,male,1
647444245,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Sebastian Din,2025-12-23,2025,12,23,755,Ecuador,EC-P,Pichincha,NA,Reserva Yanacocha,-0.1117522,-78.5846968,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S289869382,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2448,3264,male,1
647384990,Photo,barred fruiteater,Pipreola arcuata,NA,NA,David McDonald,2025-11-23,2025,11,23,649,Ecuador,EC-Z,Zamora-Chinchipe,NA,Reserva Tapichalaca--Sendero Jocotoco,-4.4906489,-79.131846,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S286162260,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3,1,NA,1070,1043,male,1
647362325,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Anne Heyerly,2025-11-13,2025,11,13,925,Ecuador,EC-N,Napo,NA,"Toucan Trail across highway from Guango Lodge- Via Papallacta Baeza, Quijos EC-Napo (-0.3796,-78.0723)",-0.379562,-78.072344,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S284295288,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,1,NA,3134,4526,male,1
647182866,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Hector Cadena,2025-12-16,2025,12,16,1650,Ecuador,EC-N,Napo,NA,Guango Lodge,-0.3781268,-78.0742863,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S288975817,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3888,5184,female,1
646993265,Photo,barred fruiteater,Pipreola arcuata,NA,NA,David McDonald,2025-12-04,2025,12,4,738,Ecuador,EC-P,Pichincha,NA,Reserva Zuro Loma,-0.088671,-78.5997518,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S287436317,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3,1,NA,1137,1049,female,1
646632038,Photo,barred fruiteater,Pipreola arcuata,NA,NA,David Hurtado,2025-09-09,2025,9,9,904,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S272495299,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3744,5616,male,1
646563400,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Catherine McFadden,2025-11-27,2025,11,27,711,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S286445614,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3102,4136,male,1
646556766,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Avis Equatorialis CVasquez,2025-12-07,2025,12,7,928,Ecuador,EC-P,Pichincha,NA,Reserva Yanacocha,-0.1117522,-78.5846968,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S287748084,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3456,4608,female,1
646487980,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Philip Reimers,2025-12-06,2025,12,6,1300,Colombia,CO-CES,Cesar,NA,Chamicero del Perijá Proaves Reserve,10.362684,-72.9491758,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S287586380,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1112,1698,female,1
646318718,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Kevin Waggoner,2025-11-13,2025,11,13,912,Colombia,CO-CES,Cesar,NA,Chamicero del Perijá Proaves Reserve,10.362684,-72.9491758,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S285000629,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1583,1268,female,1
646158288,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Avis Equatorialis CVasquez,2025-11-30,2025,11,30,715,Ecuador,EC-P,Pichincha,NA,Reserva Yanacocha--Trocha Inca (main trail),-0.116519,-78.588331,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S286890003,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,3456,4608,male,1
646006132,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Luis Giraldo,2025-10-31,2025,10,31,816,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S283360464,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1890,1418,male,1
645762349,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Gregory Mandel,2025-11-07,2025,11,7,1420,Colombia,CO-CES,Cesar,NA,Chamicero del Perijá Proaves Reserve,10.362684,-72.9491758,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S283353238,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3,1,NA,2736,3648,female,1
645578834,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Paola Andrea Calderón Cuartas,2025-11-16,2025,11,16,631,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S284820789,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,2,NA,3672,5496,male,1
645500576,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Buck Lee,2025-10-22,2025,10,22,918,Ecuador,EC-P,Pichincha,NA,"Trocha Inca, Yanacocha",-0.119877,-78.589962,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S281011019,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,3,1,NA,1268,1902,male,1
645413551,Photo,barred fruiteater,Pipreola arcuata,NA,NA,mark perry,2025-10-14,2025,10,14,736,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S279366986,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,4121,5833,male,1
645205465,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Pelin Karaca,2025-11-13,2025,11,13,809,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S284343586,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,2,NA,4567,5061,male,1
645166805,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Alex Boas,2025-10-27,2025,10,27,653,Peru,PE-HUC,Huánuco,NA,Bosque Unchog,-9.7373144,-76.1698347,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S282687568,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,1488,1920,female,1
644328908,Photo,barred fruiteater,Pipreola arcuata,NA,NA,David Daniels,2025-10-26,2025,10,26,718,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S281491294,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,5,1,NA,1536,2048,male,1
644316613,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Eryn Woernley,2025-06-07,2025,6,7,835,Colombia,CO-CAL,Caldas,NA,Hacienda El Bosque,5.0246844,-75.3695476,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S247760304,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4.5,2,NA,3580,5364,male,1
643918544,Photo,barred fruiteater,Pipreola arcuata,NA,NA,David Chávez Rimaycuna,2025-10-16,2025,10,16,1116,Peru,PE-PIU,Piura,NA,"Piura 107, Piura, PE (-5.126, -79.389)",-5.1263017,-79.389125,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S279981653,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2483,3556,male,1
643862328,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Donel Jensen,2025-10-04,2025,10,4,1035,Ecuador,EC-P,Pichincha,NA,Reserva Yanacocha--Trocha Inca (main trail),-0.116519,-78.588331,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S277276176,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2547,4528,male,1
643634190,Photo,barred fruiteater,Pipreola arcuata,NA,NA,Christopher Carlson,2025-10-15,2025,10,15,805,Bolivia,BO-L,La Paz,NA,Ecovia Track,-16.3057888,-67.8152669,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S279492728,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,4,2,NA,829,1244,male,1
643208659,Photo,barred fruiteater,Pipreola arcuata,NA,NA,ROYAL FLYCATCHER /Kenny Rodríguez Añazco,2025-10-09,2025,10,9,632,Peru,PE-HUC,Huánuco,NA,Sendero Tunel de Carpish,-9.7234601,-76.0975072,NA,NA,Unspecified,FALSE,FALSE,NA,NA,NA,NA,NA,NA,S278239506,NA,NA,NA,NA,NA,Pipreola arcuata,barfru1,Species,15859,NA,0,0,NA,2000,3000,female,1
